data_id,question,answer,tokens,token_count
1266,略称をABCという、『劇的ビフォーアフター』や『アタック25』などの番組で知られる大阪のテレビ局はどこでしょう？,朝日放送,|略称|を|ABC|と|いう|、|『|劇的|ビフォー|アフター|』|や|『アタック25』|など|の|番組|で|知ら|れる|大阪|の|テレビ|局|は|どこ|でしょう|？|,27
1267,髪の毛が逆立つほどの激しい怒りを、「何、天を衝く(てんをつく)」というでしょう？,怒髪(どはつ),|髪の毛|が|逆立つ|ほど|の|激しい|怒り|を|、|「|何|、|天|を|衝く|(|てん|を|つく|)|」|と|いう|でしょう|？|,25
1268,「ぶらつく」という意味の英語に由来する、自転車であちこちきままにぶらつくことを表す和製英語は何でしょう？,ポタリング,|「ぶらつく」|と|いう|意味|の|英語|に|由来|する|、|自転|車|で|あちこち|きまま|に|ぶらつく|こと|を|表す|和製英語|は|何|でしょう|？|,25
1269,1901年から1904年の作品に見られる、悲しみに満ちた初期ピカソの作風を、その時期に多く用いられた色から何というでしょう？,青の時代,|1901|年|から|1904|年|の|作品|に|見|られる|、|悲しみ|に|満ち|た|初期|ピカソ|の|作風|を|、|その|時期|に|多く|用い|られ|た|色|から|何|と|いう|でしょう|？|,35
1270,「人の形に近く、より近しい存在になるように」という願いを込めて命名された、google(グーグル)が開発したスマートフォン向けOSは何でしょう？,アンドロイド,|「|人|の|形|に|近く|、|より|近しい|存在|に|なる|よう|に|」|と|いう|願い|を|込め|て|命名|さ|れ|た|、|google|が|開発|し|た|スマート|フォン|向け|OS|は|何|でしょう|？|,39
1271,振り子式や電子式のものがある、テンポを取るために一定の間隔でリズムを刻む音楽用具は何でしょう？,メトロノーム,|振り子|式|や|電子式|の|もの|が|ある|、|テンポ|を|取る|ため|に|一定|の|間隔|で|リズム|を|刻む|音楽|用|具|は|何|でしょう|？|,28
1272,やけどや外傷が治る際にできる、皮膚の線維成分が異常に増殖し、周囲よりも盛り上がった状態のことを何というでしょう？,ケロイド,|やけど|や|外傷|が|治る|際|に|できる|、|皮膚|の|線維成分|が|異常|に|増殖|し|、|周囲|より|も|盛り上がっ|た|状態|の|こと|を|何|と|いう|でしょう|？|,32
1273,ボクシングで、相手の攻撃を防ぐため相手に組み付くことを何というでしょう？,クリンチ,|ボクシング|で|、|相手|の|攻撃|を|防ぐ|ため|相手|に|組み付く|こと|を|何|と|いう|でしょう|？|,19
1274,書や絵画が完成した時に、作者が署名・押印することを何というでしょう？,落款(らっかん),|書|や|絵画|が|完成|し|た|時|に|、|作者|が|署名|・|押印|する|こと|を|何|と|いう|でしょう|？|,23
1275,ハワイ王国第7代国王カラカウア王の命令で建てられた、アメリカ合衆国にある唯一の宮殿は何でしょう？,イオラニ宮殿,|ハワイ|王国|第|7|代国王|カラカウア|王|の|命令|で|建て|られ|た|、|アメリカ|合衆|国|に|ある|唯一|の|宮殿|は|何|でしょう|？|,26
1276,洗礼名をヨハネ・マリア・ヴィアンネ、本名を清一郎という俳人で、「降る雪や明治は遠くなりにけり」の句で知られるのは誰でしょう？,中村草田男(なかむら・くさたお),|洗礼名|を|ヨハネ|・|マリア|・|ヴィアンネ|、|本名|を|清一郎|と|いう|俳人|で|、|「|降る|雪|や|明治|は|遠く|なり|に|けり|」|の|句|で|知ら|れる|の|は|誰|でしょう|？|,37
1277,演劇などで終了後演者が舞台上で観客に挨拶することを、英語で何コールというでしょう？,カーテンコール,|演劇|など|で|終了|後|演者|が|舞台|上|で|観客|に|挨拶|する|こと|を|、|英語|で|何|コール|と|いう|でしょう|？|,25
1278,稲荷神社では代わりに狐が置かれていることもある、神社の入口や拝殿の前などに一対で向き合う形で置かれる獣の像を何というでしょう？,狛犬(こまいぬ),|稲荷神社|で|は|代わり|に|狐|が|置か|れ|て|いる|こと|も|ある|、|神社|の|入口|や|拝殿|の|前|など|に|一対|で|向き合う|形|で|置か|れる|獣|の|像|を|何|と|いう|でしょう|？|,40
1279,南アジアのネパール、スリランカ、パキスタン、インドに共通する通貨単位の名前は何でしょう？,ルピー,|南|アジア|の|ネパール|、|スリランカ|、|パキスタン|、|インド|に|共通|する|通貨単位|の|名前|は|何|でしょう|？|,20
1280,昨年(2013年)7月に4000回目となるソロコンサートを日本武道館で開催した、『関白宣言』などで知られるフォーク歌手は誰でしょう？,さだまさし,|昨年(2013年)|7|月|に|4000|回|目|と|なる|ソロ|コンサート|を|日本武道|館|で|開催|し|た|、|『関白宣言』|など|で|知ら|れる|フォーク|歌手|は|誰|でしょう|？|,30
1281,元々は「仏教における大地の奥底」を表していた、現在では「決して、絶対に」という意味で使われる言葉は何でしょう？,金輪際(こんりんざい),|元々|は|「|仏教|に|おけ|る|大地|の|奥底|」|を|表し|て|い|た|、|現在|で|は|「|決して|、|絶対|に|」|と|いう|意味|で|使わ|れる|言葉|は|何|でしょう|？|,37
1282,エクスプローラー1号の観測結果から発見された地球を取り巻く放射線帯を、発見したアメリカの物理学者から何というでしょう？,ヴァン・アレン帯,|エクスプローラー|1|号|の|観測結果|から|発見|さ|れ|た|地球|を|取り巻く|放射|線|帯|を|、|発見|し|た|アメリカ|の|物理|学|者|から|何|と|いう|でしょう|？|,32
1283,英語で、century(センチュリー)は100年間のことを指しますが、decade(ディケイド)は何年間のことを指すでしょう？,10年間,|英語|で|、|century|は|100|年間|の|こと|を|指し|ます|が|、|decade|は|何年間|の|こと|を|指す|でしょう|？|,23
1284,塩引きにされ縄で吊るされた魚の姿を写実的に描いた、明治の洋画家・高橋由一(たかはし・ゆいち)の代表作は何でしょう？,『鮭』(さけ),|塩引き|に|さ|れ|縄|で|吊るさ|れ|た|魚|の|姿|を|写実|的|に|描い|た|、|明治|の|洋画|家|・|高橋由一|の|代表|作|は|何|でしょう|？|,32
1285,政令指定都市で、奥山恵美子(おくやま・えみこ)が市長を務めているのは仙台市ですが、林文子(はやし・ふみこ)が市長を務めているのは何市でしょう？,横浜市,|政令指定都市|で|、|奥山恵美子|が|市|長|を|務め|て|いる|の|は|仙台市|です|が|、|林文子|が|市|長|を|務め|て|いる|の|は|何市|でしょう|？|,30
1286,姉はヴィーナス、妹はセリーナである、テニスで活躍するアメリカ人姉妹のファミリーネームは何でしょう？,ウィリアムズ,|姉|は|ヴィーナス|、|妹|は|セリーナ|で|ある|、|テニス|で|活躍|する|アメリカ|人|姉妹|の|ファミリー|ネーム|は|何|でしょう|？|,24
1287,1185年の「屋島の戦い」において、平家の船に掲げられた扇の的を射落とした伝説で知られる源氏方の武将は誰でしょう？,那須与一(なすの・よいち),|1185|年|の|「屋島の戦い」|に|おい|て|、|平家|の|船|に|掲げ|られ|た|扇|の|的|を|射落とし|た|伝説|で|知ら|れる|源氏方|の|武将|は|誰|でしょう|？|,32
1288,カジノのルーレットで、ディーラーがプレイヤーにこれ以上チップを置けないことを伝えるために発する言葉は何でしょう？,no more bet,|カジノ|の|ルーレット|で|、|ディーラー|が|プレイヤー|に|これ|以上|チップ|を|置け|ない|こと|を|伝える|ため|に|発する|言葉|は|何|でしょう|？|,26
1289,小説『カルメン』の作者メリメと、オペラ『カルメン』の作曲者ビゼーはともにどこの国の人でしょう？,フランス,|小説|『カルメン』|の|作者|メリメ|と|、|オペラ|『カルメン』|の|作曲|者|ビゼー|は|とも|に|どこ|の|国|の|人|でしょう|？|,23
1290,「どうやっても思うようには扱えない」という意味のことわざを、調理方法をあらわす言葉を用いて何というでしょう？,煮ても焼いても食えない,|「|どう|やっ|て|も|思う|よう|に|は|扱え|ない|」|と|いう|意味|の|ことわざ|を|、|調理方法|を|あらわす|言葉|を|用い|て|何|と|いう|でしょう|？|,31
1291,88星座のなかで、1等星を2つ持つものは、オリオン座、ケンタウルス座と何座でしょう？,みなみじゅうじ座,|88|星座|の|なか|で|、|1|等|星|を|2|つ|持つ|もの|は|、|オリオン|座|、|ケンタウルス|座|と|何|座|でしょう|？|,26
1292,夫のとんぼとの間にトトとニニという双子の子供をもうけている、角野栄子(かどの・えいこ)の児童文学『魔女の宅急便』シリーズの主人公は誰でしょう？,キキ,|夫|の|とんぼ|と|の|間|に|トト|と|ニニ|と|いう|双子|の|子供|を|もうけ|て|いる|、|角野栄子|の|児童文学|『魔女の宅急便』|シリーズ|の|主人|公|は|誰|でしょう|？|,32
1293,数学の行列の中でも、行の数と列の数が等しいものを特に何行列というでしょう？,正方行列,|数学|の|行列|の|中|で|も|、|行|の|数|と|列|の|数|が|等しい|もの|を|特に|何行列|と|いう|でしょう|？|,25
1294,青いスーツに赤いネクタイ姿で漫才をする、橋本直(はしもと・すなお)と鰻和弘(うなぎ・かずひろ)からなるお笑いコンビは何でしょう？,銀シャリ,|青い|スーツ|に|赤い|ネクタイ|姿|で|漫才|を|する|、|橋本直|と|鰻和弘|から|なる|お|笑い|コンビ|は|何|でしょう|？|,23
1295,フランス語で「作品の他に」といった意味の言葉に由来する、西洋料理で出される前菜のことを何というでしょう？,オードブル,|フランス|語|で|「作品の他に」|と|いっ|た|意味|の|言葉|に|由来|する|、|西洋料理|で|出さ|れる|前菜|の|こと|を|何|と|いう|でしょう|？|,27
1296,相続税や固定資産税を計算する際にも用いられる、道路に面した土地の評価額を何というでしょう？,路線価,|相続税|や|固定資産税|を|計算|する|際|に|も|用い|られる|、|道路|に|面し|た|土地|の|評価額|を|何|と|いう|でしょう|？|,25
1297,紀元前53年にパルティア遠征の途中で戦死した、カエサル、ポンペイウスとともに第1回三頭政治を行った古代ローマの政治家は誰でしょう？,クラッスス,|紀元前|53|年|に|パルティア|遠征|の|途中|で|戦死|し|た|、|カエサル|、|ポンペイウス|と|とも|に|第|1|回三|頭|政治|を|行っ|た|古代|ローマ|の|政治|家|は|誰|でしょう|？|,36
1298,ワールド・ベースボール・クラシックの2次ラウンドで採用されている、2回負けると敗退となるトーナメントの方式を英語で何というでしょう？,ダブルエリミネーション方式,|ワールド|・|ベースボール|・|クラシック|の|2|次|ラウンド|で|採用|さ|れ|て|いる|、|2|回|負ける|と|敗退|と|なる|トーナメント|の|方式|を|英語|で|何|と|いう|でしょう|？|,34
1299,一見異なるように見えても実は同じ類(たぐい)の人間であることを、アナグマの別名を使って「同じ穴の何」というでしょう？,狢(むじな),|一見|異なる|よう|に|見え|て|も|実|は|同じ|類|の|人間|で|ある|こと|を|、|アナグマ|の|別名|を|使っ|て|「同じ穴の何」|と|いう|でしょう|？|,29
1300,読売新聞に『土曜夫人』を連載中、33歳の若さで病死した、代表作『夫婦善哉(めおとぜんざい)』で知られる小説家は誰でしょう？,織田作之助(おだ・さくのすけ),|読売新聞|に|『土曜夫人』|を|連載|中|、|33|歳|の|若|さ|で|病死|し|た|、|代表|作|『夫婦善哉』|で|知ら|れる|小説|家|は|誰|でしょう|？|,29
1301,日本のカンピョウの生産の9割以上を占める都道府県はどこでしょう？,栃木県,|日本|の|カンピョウ|の|生産|の|9|割以上|を|占める|都道府県|は|どこ|でしょう|？|,15
1302,都道府県知事選挙や衆議院小選挙区では300万円である、選挙に立候補する際に預けなければいけないお金のことを何というでしょう？,供託金,|都道府県知事選挙|や|衆議|院|小|選挙|区|で|は|300|万円|で|ある|、|選挙|に|立|候補|する|際|に|預け|なけれ|ば|いけ|ない|お|金|の|こと|を|何|と|いう|でしょう|？|,36
1303,ジフテリアの血清療法を創始したドイツの細菌学者で、1901年に第1回ノーベル生理学・医学賞を受賞したのは誰でしょう？,エミール・アドルフ・フォン・ベーリング,|ジフテリア|の|血清療法|を|創始|し|た|ドイツ|の|細菌|学|者|で|、|1901|年|に|第|1|回|ノーベル|生理|学|・|医学賞|を|受賞|し|た|の|は|誰|でしょう|？|,34
1304,赤星鉄馬(あかぼし・てつま)によってブラックバスが日本で初めて放流された、箱根用水の水源となっている湖は何でしょう？,芦ノ湖,|赤星鉄馬|に|よっ|て|ブラックバス|が|日本|で|初めて|放流|さ|れ|た|、|箱根用水|の|水源|と|なっ|て|いる|湖|は|何|でしょう|？|,26
1305,今年(2014年)2月、フリーアナウンサーの荒井千里(あらい・ちさと)との結婚を発表した、お笑いコンビキャイ～ンのメンバーは誰でしょう？,天野ひろゆき,|今年(2014年)|2|月|、|フリー|アナウンサー|の|荒井千里|と|の|結婚|を|発表|し|た|、|お|笑い|コンビキャイ|～|ン|の|メンバー|は|誰|でしょう|？|,27
1306,日本の和歌集において、歌の作者が不明であったり、作者を明かしたくないときに記された言葉は何でしょう？,詠み人知らず,|日本|の|和歌|集|に|おい|て|、|歌|の|作者|が|不明|で|あっ|たり|、|作者|を|明かし|たく|ない|とき|に|記さ|れ|た|言葉|は|何|でしょう|？|,32
1307,「Super Urban Intelligent CArd」を略して名付けられた、JR東日本が発行するIC乗車券は何でしょう？,Suica(スイカ),|「|SuperUrbanIntelligentCArd|」|を|略し|て|名付け|られ|た|、|JR|東日本|が|発行|する|IC|乗車券|は|何|でしょう|？|,21
1308,実現不可能な計画のたとえにも用いられる、『旧約聖書』の「創世記」で人類が建てようとしたとされる塔の名前は何でしょう？,バベルの塔,|実現|不|可能|な|計画|の|たとえ|に|も|用い|られる|、|『旧約聖書』|の|「創世記」|で|人類|が|建てよう|と|し|た|と|さ|れる|塔|の|名前|は|何|でしょう|？|,32
1309,これまでに亀山薫、神戸尊、甲斐亨を相棒としてきた、水谷豊演じるドラマ『相棒』の主人公は誰でしょう？,杉下右京,|これ|まで|に|亀山薫|、|神戸|尊|、|甲斐亨|を|相棒|と|し|て|き|た|、|水谷豊|演じる|ドラマ|『相棒』|の|主人|公|は|誰|でしょう|？|,28
1310,山頂に「すばる望遠鏡」などの天体望遠鏡が設置されている、アメリカ・ハワイ島の山は何でしょう？,マウナ・ケア,|山頂|に|「すばる望遠鏡」|など|の|天体望遠|鏡|が|設置|さ|れ|て|いる|、|アメリカ|・|ハワイ|島|の|山|は|何|でしょう|？|,24
1311,昨年(2013年)10月12日に世界同時発売された、ポケットモンスターシリーズ最新作となる2つのゲームとは「何と何」でしょう？,XとY,|昨年(2013年)|10|月|12|日|に|世界同時発売|さ|れ|た|、|ポケット|モンスター|シリーズ|最新|作|と|なる|2|つ|の|ゲーム|と|は|「何と何」|でしょう|？|,27
1312,発布された年から「天平十五年の格」とも呼ばれる、自分で新しく開墾した耕地の永世私有を認める奈良時代の法令は何でしょう？,墾田永年私財法,|発布|さ|れ|た|年|から|「|天平|十|五|年|の|格|」|と|も|呼ば|れる|、|自分|で|新しく|開墾|し|た|耕地|の|永世私有|を|認める|奈良時代|の|法令|は|何|でしょう|？|,37
1313,一般的には赤ちゃんが生まれてから100日目に行われる、赤ちゃんに食べ物を食べさせる儀式を何というでしょう？,お食い初め,|一般|的|に|は|赤ちゃん|が|生まれ|て|から|100|日|目|に|行わ|れる|、|赤ちゃん|に|食べ物|を|食べ|させる|儀式|を|何|と|いう|でしょう|？|,29
1314,論理を組み立てて議論を展開することを、「何を張る」というでしょう？,論陣,|論理|を|組み立て|て|議論|を|展開|する|こと|を|、|「何を張る」|と|いう|でしょう|？|,16
1315,英語では「inch worm(インチワーム)」という、全身を使って長さを測るように見えることから名がついた、イモムシの一種は何でしょう？,シャクトリムシ,|英語|で|は|「|inchworm|」|と|いう|、|全身|を|使っ|て|長|さ|を|測る|よう|に|見える|こと|から|名|が|つい|た|、|イモムシ|の|一種|は|何|でしょう|？|,34
1316,元々は計測機器の精度に関する用語であった、生産経路を明確にして食品の安全性を高めるシステムを英語で何というでしょう？,トレーサビリティ,|元々|は|計測機器|の|精度|に|関する|用語|で|あっ|た|、|生産経路|を|明確|に|し|て|食品|の|安全|性|を|高める|システム|を|英語|で|何|と|いう|でしょう|？|,33
1317,日本の一般道路において、救急車や消防車が緊急走行する際の制限速度は時速何キロメートルでしょう？,時速80キロメートル,|日本|の|一般道路|に|おい|て|、|救急|車|や|消防|車|が|緊急走行|する|際|の|制限速度|は|時速何|キロメートル|でしょう|？|,23
1318,国際サッカー連盟の略称はFIFAですが、欧州サッカー連盟の略称を、アルファベット4文字で何というでしょう？,UEFA(ウエファ),|国際|サッカー|連盟|の|略称|は|FIFA|です|が|、|欧州|サッカー|連盟|の|略称|を|、|アルファベット|4|文字|で|何|と|いう|でしょう|？|,26
1319,太平洋に浮かぶギルバート諸島やフェニックス諸島などが領土に含まれる、首都をタラワに置く国はどこでしょう？,キリバス共和国,|太平|洋|に|浮かぶ|ギルバート|諸島|や|フェニックス|諸島|など|が|領土|に|含ま|れる|、|首都|を|タラワ|に|置く|国|は|どこ|でしょう|？|,26
1320,和名をムラサキウマゴヤシという、マメ科の多年性植物といえば何でしょう？,アルファルファ,|和名|を|ムラサキウマゴヤシ|と|いう|、|マメ科|の|多年|性|植物|と|いえ|ば|何|でしょう|？|,17
1321,経済学の用語で、完全競争市場において、需要と供給がつりあったときの価格を何価格というでしょう？,均衡価格,|経済|学|の|用語|で|、|完全|競争市場|に|おい|て|、|需要|と|供給|が|つりあっ|た|とき|の|価格|を|何価格|と|いう|でしょう|？|,27
1322,別名を「第3インターナショナル」という、1919年にレーニンがモスクワで組織した労働者・共産主義者の国際組織は何でしょう？,コミンテルン,|別名|を|「|第|3|インターナショナル|」|と|いう|、|1919|年|に|レーニン|が|モスクワ|で|組織|し|た|労働|者|・|共産主義|者|の|国際組織|は|何|でしょう|？|,31
1323,カレーやスープなどを取り分けるときに用いる、金属でできた杓子のことを英語で何というでしょう？,レードル,|カレー|や|スープ|など|を|取り分ける|とき|に|用いる|、|金属|で|でき|た|杓子|の|こと|を|英語|で|何|と|いう|でしょう|？|,25
1324,管の長さが1.2メートルにもなる細長い形をしたトランペットのことを、これが用いられたヴェルディ作曲のオペラの名前から何というでしょう？,アイーダ・トランペット,|管|の|長|さ|が|1|.|2|メートル|に|も|なる|細長い|形|を|し|た|トランペット|の|こと|を|、|これ|が|用い|られ|た|ヴェルディ|作曲|の|オペラ|の|名前|から|何|と|いう|でしょう|？|,39
1325,硫黄酸化物や窒素酸化物などが水に吸収されて生じる、pH5.6以下の雨のことを一般に何というでしょう？,酸性雨,|硫黄酸化|物|や|窒素酸化|物|など|が|水|に|吸収|さ|れ|て|生じる|、|pH|5|.|6|以下|の|雨|の|こと|を|一般|に|何|と|いう|でしょう|？|,32
1326,青年将校ヴロンスキーと激しい恋に落ちる女性を主人公とする、トルストイの小説は何でしょう？,『アンナ・カレーニナ』,|青年将校|ヴロンスキー|と|激しい|恋|に|落ちる|女性|を|主人|公|と|する|、|トルストイ|の|小説|は|何|でしょう|？|,21
1327,オリンピックのスピードスケート個人種目において、1度に滑る選手の数は通常何人でしょう？,2人,|オリンピック|の|スピード|スケート|個人種目|に|おい|て|、|1|度|に|滑る|選手|の|数|は|通常何|人|でしょう|？|,21
1328,石油輸出国機構や国際原子力機関の本部が置かれているオーストリアの首都はどこでしょう？,ウィーン,|石油輸出|国|機構|や|国際原子|力|機関|の|本部|が|置か|れ|て|いる|オーストリア|の|首都|は|どこ|でしょう|？|,21
1329,販売中止や値上げなどが起こる前に、安いうちに買っておこうという客が増えて一時的に増加する需要のことを「何需要」というでしょう？,駆け込み需要,|販売中止|や|値上げ|など|が|起こる|前|に|、|安い|うち|に|買っ|て|おこう|と|いう|客|が|増え|て|一時|的|に|増加|する|需要|の|こと|を|「何需要」|と|いう|でしょう|？|,35
1330,「福音」という意味がある、キリスト教を信仰するアフリカ系アメリカ人が生み出した音楽のジャンルは何でしょう？,ゴスペル,|「福音」|と|いう|意味|が|ある|、|キリスト|教|を|信仰|する|アフリカ|系|アメリカ|人|が|生み出し|た|音楽|の|ジャンル|は|何|でしょう|？|,26
1331,郵政民営化に伴い、郵政公社の郵便貯金業務を引き継ぐ形で2007年に設立された銀行は何でしょう？,ゆうちょ銀行,|郵政民営|化|に|伴い|、|郵政公社|の|郵便貯金業務|を|引き継ぐ|形|で|2007|年|に|設立|さ|れ|た|銀行|は|何|でしょう|？|,24
1332,水素と重水素のように、原子番号が同じで質量数の異なる関係の元素を何というでしょう？,同位体,|水素|と|重水|素|の|よう|に|、|原子番号|が|同じ|で|質量数|の|異なる|関係|の|元素|を|何|と|いう|でしょう|？|,24
1333,下鴨神社を経て上賀茂神社へ向かう大行列で知られる、5月15日に行われる京都三大祭のひとつは何でしょう？,葵祭,|下鴨神社|を|経|て|上賀茂神社|へ|向かう|大|行列|で|知ら|れる|、|5|月|15|日|に|行わ|れる|京都三|大|祭|の|ひと|つ|は|何|でしょう|？|,30
1334,下の名前は聖大(しょうた)という、昨年(2013年)、初土俵から3場所での入幕を果たした追手風(おいてかぜ)部屋の力士は誰でしょう？,遠藤(えんどう),|下|の|名前|は|聖|大|と|いう|、|昨年(2013年)|、|初土俵|から|3|場所|で|の|入幕|を|果たし|た|追手風部屋|の|力士|は|誰|でしょう|？|,28
1335,"人口約16,000人のヌークが最大都市である、デンマークが領有する世界最大の島は何でしょう？",グリーンランド,"|人口|約|16|,|000|人|の|ヌーク|が|最大都市|で|ある|、|デンマーク|が|領有|する|世界最大|の|島|は|何|でしょう|？|",24
1336,本名をノーマ・ジーン・ベイカーというアメリカの女優で、主な出演作に映画『七年目の浮気』や『お熱いのがお好き』があるのは誰でしょう？,マリリン・モンロー,|本名|を|ノーマ|・|ジーン|・|ベイカー|と|いう|アメリカ|の|女優|で|、|主な|出演|作|に|映画|『七年目の浮気』|や|『|お|熱い|の|が|お|好き|』|が|ある|の|は|誰|でしょう|？|,36
1337,江戸時代、街道の宿場に設けられた、大名が泊まった旅館のことを何というでしょう？,本陣,|江戸時代|、|街道|の|宿場|に|設け|られ|た|、|大名|が|泊まっ|た|旅館|の|こと|を|何|と|いう|でしょう|？|,23
1338,代表作に『ペール・ギュント』『人形の家』などがあり、「近代演劇の祖」と呼ばれるノルウェーの劇作家は誰でしょう？,ヘンリック・イプセン,|代表|作|に|『|ペール|・|ギュント|』|『人形の家』|など|が|あり|、|「近代演劇の祖」|と|呼ば|れる|ノルウェー|の|劇作|家|は|誰|でしょう|？|,25
1339,2026年に完成を予定している、スペイン・バルセロナに建設中の、アントニオ・ガウディが設計した教会は何でしょう？,サグラダ・ファミリア,|2026|年|に|完成|を|予定|し|て|いる|、|スペイン|・|バルセロナ|に|建設|中|の|、|アントニオ|・|ガウディ|が|設計|し|た|教会|は|何|でしょう|？|,30
1340,毎年新年を祝うために行われる「皇居一般参賀」は、何月何日に行われることになっているでしょう？,2020-01-02 00:00:00,|毎年新年|を|祝う|ため|に|行わ|れる|「皇居一般参賀」|は|、|何月何日|に|行わ|れる|こと|に|なっ|て|いる|でしょう|？|,21
1341,日本で3番目に長い川でもある、大雪山系を水源とし、日本海に流れこむ北海道の川は何でしょう？,石狩川,|日本|で|3|番|目|に|長い|川|で|も|ある|、|大雪山系|を|水源|と|し|、|日本|海|に|流れこむ|北海道|の|川|は|何|でしょう|？|,29
1342,英文法で、Iは主格、myは所有格ですが、meは何格でしょう？,目的格,|英文法|で|、|I|は|主格|、|my|は|所有格|です|が|、|me|は|何格|でしょう|？|,18
1343,桃井かおり、武田鉄矢、高倉健らが出演し、第1回日本アカデミー賞で最優秀作品賞に輝いた山田洋次監督の映画は何でしょう？,『幸福(しあわせ)の黄色いハンカチ』,|桃井|かおり|、|武田鉄矢|、|高倉健|ら|が|出演|し|、|第|1|回日本|アカデミー|賞|で|最|優秀|作品賞|に|輝い|た|山田洋次監督|の|映画|は|何|でしょう|？|,30
1344,揚浜式、入浜式、流下式(りゅうかしき)などの種類がある、かつて日本で塩を作っていた場所のことを何というでしょう？,塩田,|揚浜式|、|入浜式|、|流下式|など|の|種類|が|ある|、|かつて|日本|で|塩|を|作っ|て|い|た|場所|の|こと|を|何|と|いう|でしょう|？|,29
1345,1783年にスペインのエルヤル兄弟が「ウォルフラム」と命名したことから、元素記号「W」で表される金属は何でしょう？,タングステン,|1783|年|に|スペイン|の|エルヤル|兄弟|が|「ウォルフラム」|と|命名|し|た|こと|から|、|元素記号|「W」|で|表さ|れる|金属|は|何|でしょう|？|,26
1346,今年(2014年)の春、22年ぶりに甲子園出場を果たした、「やまびこ打線」と呼ばれる強打で知られた徳島県の高校はどこでしょう？,池田高校,|今年(2014年)|の|春|、|22|年|ぶり|に|甲子|園|出場|を|果たし|た|、|「やまびこ打線」|と|呼ば|れる|強打|で|知ら|れ|た|徳島県|の|高校|は|どこ|でしょう|？|,31
1347,「キラカワ」「エネループ」「EVOLTA」などの電池のブランドで知られる家電メーカーはどこでしょう？,パナソニック,|「キラカワ」|「エネループ」|「EVOLTA」|など|の|電池|の|ブランド|で|知ら|れる|家電|メーカー|は|どこ|でしょう|？|,17
1348,女子プロゴルファーの智恵(ちえ)、映画コメンテーターの昆(こん)、女優の架純(かすみ)に共通する苗字は何でしょう？,有村(ありむら),|女子|プロ|ゴルファー|の|智恵|、|映画|コメンテーター|の|昆|、|女優|の|架|純|に|共通|する|苗字|は|何|でしょう|？|,23
1349,「おててつないで野道をゆけば」という歌い出しで始まる日本の童謡は何でしょう？,『靴が鳴る』,|「|お|てて|つない|で|野道|を|ゆけ|ば|」|と|いう|歌い出し|で|始まる|日本|の|童謡|は|何|でしょう|？|,22
1350,『精神分析入門』や『夢判断』といった著書で知られる、精神分析の創始者ともいわれるオーストリアの精神科医は誰でしょう？,ジークムント・フロイト,|『精神分析入門』|や|『夢判断』|と|いっ|た|著書|で|知ら|れる|、|精神分析|の|創始|者|と|も|いわ|れる|オーストリア|の|精神|科|医|は|誰|でしょう|？|,28
1351,「革命未だならず」という言葉を残しこの世を去った、中国の辛亥革命を指導し中華民国臨時大総統となった人物は誰でしょう？,孫文,|「|革命|未だ|なら|ず|」|と|いう|言葉|を|残し|この世|を|去っ|た|、|中国|の|辛亥革命|を|指導|し|中華民国臨時|大|総統|と|なっ|た|人物|は|誰|でしょう|？|,33
1352,カルシトニンやチロキシンといったホルモンを分泌する、喉の気管を取り囲む内分泌腺を何というでしょう？,甲状腺,|カルシトニン|や|チロキシン|と|いっ|た|ホルモン|を|分泌|する|、|喉|の|気管|を|取り囲む|内分泌腺|を|何|と|いう|でしょう|？|,23
1353,英語では「ジョイント」という、タイルを貼り付けたときにできる継ぎ目のことを何というでしょう？,目地,|英語|で|は|「ジョイント」|と|いう|、|タイル|を|貼り付け|た|とき|に|できる|継ぎ目|の|こと|を|何|と|いう|でしょう|？|,23
1354,今月(2014年3月)放送を終了する、フジテレビ系列で平日昼間に放送されている、タモリが司会を務めるバラエティ番組は何でしょう？,『森田一義アワー笑っていいとも!』,|今月(2014年3月)|放送|を|終了|する|、|フジテレビ|系列|で|平日昼間|に|放送|さ|れ|て|いる|、|タモリ|が|司会|を|務める|バラエティ|番組|は|何|でしょう|？|,28
1355,「役に立つ選手」という意味がある、野球やサッカーで、複数のポジションをこなすことができる選手のことを何プレイヤーというでしょう？,ユーティリティプレイヤー,|「役に立つ選手」|と|いう|意味|が|ある|、|野球|や|サッカー|で|、|複数|の|ポジション|を|こなす|こと|が|できる|選手|の|こと|を|何|プレイヤー|と|いう|でしょう|？|,30
1356,この地を訪れた頼山陽が命名した、大沼、三保の松原とともに新日本三景の一つに数えられている大分県中津市にある渓谷は何でしょう？,耶馬渓(やばけい),|この|地|を|訪れ|た|頼山陽|が|命名|し|た|、|大沼|、|三保|の|松原|と|とも|に|新|日本三景|の|一|つ|に|数え|られ|て|いる|大分県中津市|に|ある|渓谷|は|何|でしょう|？|,37
1357,パレスチナの港町・ガザで作られた織物が用いられたことに由来する、傷口を押さえるのに使われる柔らかい布地を何というでしょう？,ガーゼ,|パレスチナ|の|港町|・|ガザ|で|作ら|れ|た|織物|が|用い|られ|た|こと|に|由来|する|、|傷口|を|押さえる|の|に|使わ|れる|柔らかい|布地|を|何|と|いう|でしょう|？|,34
1358,野生のペンギンの中で、最も北に生息しているのは何ペンギンでしょう？,ガラパゴスペンギン,|野生|の|ペンギン|の|中|で|、|最も|北|に|生息|し|て|いる|の|は|何|ペンギン|でしょう|？|,20
